game_id,date,team,player,pts,reb,ast,pm3,min,oreb,dreb,stl,blk,tov,fgm,fga,ftm,fta,pf,plus_minus
0022500992,2026-03-17,OKC,Shai Gilgeous-Alexander,40,5,2,3,35.61666666666667,0,5,4,0,3,14,27,9,11,2,-4
0022500991,2026-03-17,CHA,LaMelo Ball,30,6,13,4,33.126666666666665,1,5,1,0,5,11,22,4,5,2,32
0022500994,2026-03-17,NYK,Josh Hart,33,7,5,5,25.95,3,4,2,0,2,12,13,4,5,3,18
0022500992,2026-03-17,ORL,Paolo Banchero,32,10,5,3,36.21666666666667,2,8,1,0,4,12,21,5,6,2,9
0022500993,2026-03-17,DET,Jalen Duren,36,11,2,0,30.933333333333334,3,8,0,1,1,13,17,10,11,2,15
0022500995,2026-03-17,CLE,Evan Mobley,27,15,2,0,32.96666666666667,6,9,0,3,0,12,21,3,5,2,7
0022500996,2026-03-17,MIN,Julius Randle,32,7,2,2,33.11666666666667,2,5,3,0,6,10,17,10,13,5,8
0022500998,2026-03-17,SAC,Maxime Raynaud,32,9,3,2,41.63333333333333,0,9,0,1,2,13,25,4,4,3,-22
0022500994,2026-03-17,NYK,Karl-Anthony Towns,22,11,2,2,31.881666666666668,5,6,3,1,1,9,21,2,3,3,20
0022500995,2026-03-17,CLE,James Harden,27,5,6,2,33.5,1,4,2,0,2,7,10,11,13,4,17
0022500996,2026-03-17,PHX,Devin Booker,34,6,3,1,34.96666666666667,1,5,0,0,2,11,27,11,14,4,-3
0022500994,2026-03-17,NYK,OG Anunoby,26,8,4,4,29.233333333333334,1,7,1,0,1,10,13,2,2,2,25
0022500995,2026-03-17,MIL,Kevin Porter Jr.,25,3,10,1,32.55,1,2,0,2,1,8,15,8,8,3,-9
0022500993,2026-03-17,WAS,Bub Carrington,30,4,2,6,37.233333333333334,0,4,0,0,0,12,16,0,0,3,-11
0022500996,2026-03-17,MIN,Rudy Gobert,9,19,1,0,36.84166666666667,8,11,0,4,2,4,7,1,3,1,2
0022500995,2026-03-17,MIL,Bobby Portis,19,9,4,3,32.733333333333334,0,9,1,0,1,8,19,0,0,0,8
0022500996,2026-03-17,PHX,Oso Ighodaro,16,10,4,0,33.7,8,2,3,0,4,7,12,2,2,4,-6
0022500994,2026-03-17,NYK,Jose Alvarado,16,2,10,4,26.65,0,2,2,0,1,5,10,2,2,0,21
0022500996,2026-03-17,MIN,Jaden McDaniels,16,7,4,1,37.06666666666667,3,4,3,1,0,6,12,3,4,5,-4
0022500991,2026-03-17,MIA,Tyler Herro,20,8,5,1,30.933333333333334,1,7,1,0,4,5,11,9,9,0,-18
0022500992,2026-03-17,OKC,Chet Holmgren,20,12,1,0,33.25,2,10,0,1,0,8,14,4,5,0,10
0022500995,2026-03-17,CLE,Donovan Mitchell,19,8,3,1,33.88333333333333,0,8,1,1,0,4,14,10,13,4,-15
0022500992,2026-03-17,ORL,Jalen Suggs,14,7,6,4,32.65,2,5,1,1,2,5,12,0,0,0,-5
0022500996,2026-03-17,MIN,Bones Hyland,22,2,5,4,28.875,0,2,1,0,3,8,14,2,3,4,18
0022500991,2026-03-17,CHA,Miles Bridges,14,10,2,2,31.44333333333333,0,10,2,1,1,6,12,0,0,0,26
0022500991,2026-03-17,CHA,Kon Knueppel,22,2,2,2,23.616666666666667,0,2,2,1,0,8,14,4,4,5,27
0022500997,2026-03-17,DEN,Christian Braun,22,5,3,2,27.241666666666667,0,5,1,0,0,7,9,6,6,0,21
0022500998,2026-03-17,SAS,Victor Wembanyama,18,8,3,2,21.991666666666667,0,8,0,1,0,7,14,2,2,2,23
0022500998,2026-03-17,SAC,Nique Clifford,15,8,7,3,36.733333333333334,0,8,0,0,1,6,13,0,0,0,-14
0022500993,2026-03-17,WAS,Justin Champagnie,18,9,2,2,29.0,2,7,0,1,1,6,11,4,4,3,-9
0022500991,2026-03-17,CHA,Coby White,24,3,3,3,20.383333333333333,0,3,0,0,0,8,15,5,6,4,3
0022500993,2026-03-17,DET,Daniss Jenkins,15,2,7,2,20.766666666666666,2,0,2,1,1,4,9,5,6,0,10
0022500991,2026-03-17,MIA,Keshad Johnson,15,5,1,3,20.15,1,4,3,1,2,6,12,0,0,2,-13
0022500995,2026-03-17,MIL,Ousmane Dieng,19,5,1,5,29.733333333333334,0,5,1,0,2,7,12,0,2,4,2
0022500991,2026-03-17,CHA,Moussa Diabaté,8,13,4,0,31.156666666666666,5,8,2,1,2,4,6,0,0,3,21
0022500998,2026-03-17,SAS,De'Aaron Fox,15,5,6,3,21.733333333333334,0,5,1,0,0,5,10,2,2,0,33
0022500995,2026-03-17,MIL,Ryan Rollins,19,3,4,3,33.85,1,2,0,1,1,6,13,4,4,5,-5
0022500993,2026-03-17,WAS,Will Riley,21,3,1,1,37.28333333333333,1,2,2,0,0,7,13,6,9,1,-4
0022500993,2026-03-17,WAS,Jaden Hardy,16,2,2,4,31.816666666666666,0,2,2,1,2,6,15,0,0,3,-12
0022500997,2026-03-17,PHI,Trendon Watford,12,3,6,0,21.95,1,2,1,3,2,3,7,6,6,4,-9
0022500997,2026-03-17,DEN,Nikola Jokić,8,7,14,0,24.8,0,7,0,0,5,4,7,0,0,4,14
0022500991,2026-03-17,MIA,Norman Powell,17,6,3,1,30.583333333333332,1,5,0,1,0,7,17,2,6,3,-23
0022500993,2026-03-17,DET,Tobias Harris,12,6,6,0,27.316666666666666,4,2,0,2,0,4,11,4,4,2,17
0022500996,2026-03-17,MIN,Naz Reid,11,3,5,1,17.975,1,2,0,4,1,3,5,4,4,1,10
0022500996,2026-03-17,PHX,Collin Gillespie,12,4,7,3,36.733333333333334,0,4,1,0,0,4,13,1,1,1,-10
0022500995,2026-03-17,MIL,Pete Nance,13,7,1,3,29.666666666666668,2,5,0,2,0,5,6,0,2,1,7
0022500995,2026-03-17,CLE,Sam Merrill,17,6,2,3,28.033333333333335,0,6,0,0,0,6,12,2,2,2,22
0022500994,2026-03-17,IND,Jarace Walker,16,5,5,2,31.926666666666666,0,5,0,0,5,6,14,2,3,1,-24
0022500998,2026-03-17,SAS,Dylan Harper,15,4,5,3,19.5,0,4,0,0,1,6,9,0,0,1,-1
0022500996,2026-03-17,MIN,Ayo Dosunmu,19,5,2,1,33.766666666666666,1,4,0,0,2,9,17,0,0,3,11
0022500998,2026-03-17,SAS,Harrison Barnes,16,4,3,4,21.733333333333334,0,4,0,0,1,6,7,0,0,1,19
0022500991,2026-03-17,CHA,Brandon Miller,16,2,2,4,26.35,0,2,1,0,0,6,15,0,0,4,25
0022500992,2026-03-17,ORL,Desmond Bane,16,3,1,4,36.266666666666666,2,1,1,0,0,6,11,0,0,5,-6
0022500994,2026-03-17,IND,Ivica Zubac,11,7,1,0,26.26,3,4,1,2,0,5,10,1,1,1,-21
0022500994,2026-03-17,NYK,Mikal Bridges,10,4,5,2,32.56666666666667,0,4,1,1,0,4,12,0,0,1,28
0022500997,2026-03-17,PHI,Justin Edwards,11,5,3,2,24.8,1,4,1,1,1,4,12,1,1,1,-16
0022500994,2026-03-17,IND,Kobe Brown,13,5,0,3,30.721666666666668,0,5,0,2,2,5,8,0,0,2,-35
0022500997,2026-03-17,PHI,MarJon Beauchamp,16,2,1,4,20.05,0,2,0,1,0,6,11,0,0,0,-4
0022500994,2026-03-17,IND,Jalen Slawson,8,1,3,2,21.84,0,1,3,2,0,2,7,2,2,2,-7
0022500994,2026-03-17,IND,Obi Toppin,15,3,3,3,18.095,0,3,0,0,1,6,8,0,0,3,8
0022500997,2026-03-17,DEN,Cameron Johnson,18,2,1,3,23.166666666666668,1,1,0,0,0,6,8,3,4,2,22
0022500998,2026-03-17,SAS,Julian Champagnie,17,1,1,5,23.5,0,1,0,0,2,6,8,0,0,0,11
0022500994,2026-03-17,IND,T.J. McConnell,10,3,10,0,19.56,2,1,0,0,2,5,10,0,0,2,-12
0022500996,2026-03-17,PHX,Jalen Green,9,1,5,2,26.616666666666667,0,1,2,1,1,3,17,1,2,0,-3
0022500997,2026-03-17,PHI,Andre Drummond,9,10,3,1,28.1,2,8,0,0,0,4,10,0,0,5,-18
0022500993,2026-03-17,DET,Ronald Holland II,11,5,0,1,15.188333333333333,0,5,3,0,1,4,5,2,2,3,1
0022500997,2026-03-17,PHI,Dominick Barlow,8,9,4,0,26.666666666666668,2,7,0,1,4,4,7,0,0,4,-18
0022500997,2026-03-17,DEN,Jamal Murray,12,6,4,1,25.918333333333333,2,4,0,0,2,3,7,5,7,2,23
0022500997,2026-03-17,DEN,Aaron Gordon,12,5,2,2,18.85,0,5,1,0,2,4,8,2,2,1,17
0022500998,2026-03-17,SAC,Doug McDermott,12,3,2,4,24.716666666666665,0,3,1,0,0,4,8,0,0,1,-12
0022500998,2026-03-17,SAC,Daeqwon Plowden,14,1,1,3,28.016666666666666,0,1,2,0,2,5,11,1,4,3,-9
0022500998,2026-03-17,SAS,Luke Kornet,4,10,2,0,19.471666666666668,2,8,2,1,1,1,2,2,2,2,6
0022500998,2026-03-17,SAC,Precious Achiuwa,10,7,2,1,29.633333333333333,2,5,0,1,0,4,12,1,1,2,-19
0022500992,2026-03-17,OKC,Ajay Mitchell,16,2,3,1,28.466666666666665,0,2,0,0,2,5,12,5,5,2,-9
0022500998,2026-03-17,SAS,Keldon Johnson,18,1,1,2,19.783333333333335,0,1,0,0,0,8,12,0,1,0,11
0022500996,2026-03-17,PHX,Royce O'Neale,9,2,2,3,29.275,0,2,3,0,3,3,6,0,0,4,4
0022500994,2026-03-17,NYK,Mitchell Robinson,8,8,3,0,18.735,5,3,1,0,1,4,5,0,1,1,3
0022500992,2026-03-17,ORL,Wendell Carter Jr.,11,5,3,0,28.898333333333333,1,4,1,0,1,3,9,5,6,1,19
0022500997,2026-03-17,DEN,Tim Hardaway Jr.,9,4,4,2,18.7,1,3,1,0,0,3,11,1,2,0,7
0022500997,2026-03-17,DEN,Bruce Brown,12,3,2,2,19.05,0,3,0,1,1,4,7,2,2,1,12
0022500992,2026-03-17,ORL,Tristan da Silva,13,4,1,1,31.733333333333334,1,3,0,1,2,4,12,4,4,4,16
0022500993,2026-03-17,DET,Caris LeVert,10,3,3,3,20.733333333333334,0,3,1,0,2,3,5,1,2,1,-6
0022500996,2026-03-17,MIN,Kyle Anderson,7,5,6,0,24.533333333333335,0,5,0,1,1,3,4,1,2,0,12
0022500993,2026-03-17,WAS,Sharife Cooper,7,6,6,1,27.2,2,4,0,0,2,3,8,0,0,1,-7
0022500992,2026-03-17,ORL,Jevon Carter,11,4,1,2,18.683333333333334,0,4,1,0,0,4,11,1,2,2,-4
0022500998,2026-03-17,SAS,Lindy Waters III,11,4,2,3,23.008333333333333,0,4,0,0,1,4,8,0,0,2,18
0022500998,2026-03-17,SAS,Stephon Castle,3,1,12,1,21.491666666666667,0,1,0,1,0,1,7,0,0,1,11
0022500993,2026-03-17,DET,Marcus Sasser,9,1,4,3,25.183333333333334,0,1,1,0,4,3,7,0,0,5,5
0022500994,2026-03-17,IND,Aaron Nesmith,14,1,0,4,24.326666666666668,0,1,0,0,0,5,8,0,0,1,-14
0022500997,2026-03-17,PHI,Adem Bona,6,3,1,0,14.783333333333333,1,2,1,3,1,2,3,2,2,2,-7
0022500997,2026-03-17,PHI,VJ Edgecombe,9,3,4,0,22.633333333333333,0,3,0,1,0,3,12,3,3,5,-21
0022500991,2026-03-17,MIA,Kel'el Ware,7,8,1,0,27.85,2,6,0,1,0,3,10,1,2,0,-17
0022500994,2026-03-17,IND,Ben Sheppard,7,5,1,1,17.09,2,3,2,0,0,3,3,0,0,0,-6
0022500997,2026-03-17,DEN,Jonas Valančiūnas,8,9,1,0,19.216666666666665,3,6,0,0,1,3,10,2,6,1,15
0022500992,2026-03-17,OKC,Jaylin Williams,8,6,2,2,21.4,2,4,0,0,0,2,7,2,2,2,11
0022500995,2026-03-17,CLE,Max Strus,6,6,4,2,23.1,1,5,0,0,1,2,6,0,0,5,1
0022500992,2026-03-17,OKC,Isaiah Hartenstein,0,7,8,0,16.35,0,7,0,1,1,0,2,0,0,4,2
0022500998,2026-03-17,SAS,Kelly Olynyk,4,6,3,0,14.183333333333334,3,3,1,1,0,1,4,2,2,0,8
0022500996,2026-03-17,PHX,Jordan Goodwin,3,8,2,0,23.783333333333335,3,5,2,0,0,1,6,1,2,3,-11
0022500998,2026-03-17,SAS,Carter Bryant,7,3,2,1,20.02,0,3,1,1,0,2,8,2,2,1,8
0022500998,2026-03-17,SAC,Dylan Cardwell,7,8,2,0,18.366666666666667,3,5,0,0,0,3,6,1,2,3,-9
0022500997,2026-03-17,DEN,Spencer Jones,7,5,0,1,23.981666666666666,1,4,1,1,1,3,4,0,0,2,8
0022500992,2026-03-17,OKC,Cason Wallace,9,2,1,1,22.5,0,2,1,1,2,3,6,2,2,1,8
0022500998,2026-03-17,SAC,Killian Hayes,7,3,4,1,19.4,0,3,1,0,3,3,8,0,0,0,2
0022500994,2026-03-17,IND,Quenton Jackson,7,4,5,1,18.45,1,3,0,0,4,3,6,0,1,0,1
0022500993,2026-03-17,WAS,Tre Johnson,11,4,1,1,24.233333333333334,0,4,0,0,2,3,12,4,4,4,-18
0022500991,2026-03-17,MIA,Pelle Larsson,14,2,0,1,27.683333333333334,2,0,0,0,4,3,7,7,8,5,-25
0022500998,2026-03-17,SAC,Russell Westbrook,5,1,10,0,24.583333333333332,1,0,0,0,0,2,6,1,2,0,-27
0022500993,2026-03-17,WAS,Jamir Watkins,3,2,4,1,18.316666666666666,0,2,2,1,3,1,2,0,0,2,-1
0022500997,2026-03-17,PHI,Cameron Payne,5,2,2,1,18.283333333333335,1,1,3,0,2,2,11,0,1,1,-17
0022500993,2026-03-17,WAS,Tristan Vukcevic,9,4,1,0,18.733333333333334,1,3,0,1,1,4,8,1,2,0,-2
0022500997,2026-03-17,PHI,Quentin Grimes,12,2,1,1,26.25,1,1,0,0,2,5,12,1,2,0,-21
0022500994,2026-03-17,NYK,Tyler Kolek,3,0,5,1,21.35,0,0,2,1,0,1,3,0,0,0,5
0022500992,2026-03-17,OKC,Alex Caruso,2,8,1,0,23.7,2,6,2,0,1,1,3,0,0,2,19
0022500993,2026-03-17,DET,Ausar Thompson,6,7,2,0,27.366666666666667,2,5,0,0,1,3,7,0,0,5,6
0022500993,2026-03-17,DET,Paul Reed,10,4,1,0,13.466666666666667,3,1,0,0,0,4,5,2,4,1,-7
0022500996,2026-03-17,PHX,Ryan Dunn,7,4,1,1,17.025,1,3,0,1,0,3,3,0,0,2,-10
0022500993,2026-03-17,DET,Duncan Robinson,8,3,3,1,26.3,0,3,0,0,0,3,9,1,1,0,11
0022500995,2026-03-17,MIL,AJ Green,6,4,1,2,26.05,1,3,1,0,1,2,7,0,0,2,6
0022500995,2026-03-17,CLE,Dean Wade,9,2,2,1,24.866666666666667,1,1,0,0,0,4,8,0,0,1,13
0022500991,2026-03-17,MIA,Simone Fontecchio,10,2,1,1,23.516666666666666,0,2,0,0,0,3,9,3,4,4,-5
0022500995,2026-03-17,CLE,Keon Ellis,8,3,1,2,24.283333333333335,0,3,0,0,0,3,4,0,0,1,8
0022500996,2026-03-17,PHX,Rasheer Fleming,9,1,0,2,15.283333333333333,1,0,1,0,1,3,7,1,2,3,-11
0022500991,2026-03-17,MIA,Jaime Jaquez Jr.,6,1,6,0,19.916666666666668,0,1,0,0,1,2,3,2,2,1,-9
0022500994,2026-03-17,IND,Jay Huff,6,1,2,0,21.74,0,1,1,1,2,3,8,0,0,2,-5
0022500994,2026-03-17,NYK,Jordan Clarkson,10,2,1,0,20.2,2,0,0,0,1,5,9,0,0,1,6
0022500991,2026-03-17,CHA,Grant Williams,8,2,2,1,18.866666666666667,0,2,0,0,1,3,3,1,2,1,4
0022500995,2026-03-17,MIL,Taurean Prince,8,2,1,2,22.616666666666667,0,2,0,0,1,3,7,0,0,3,-20
0022500991,2026-03-17,MIA,Davion Mitchell,4,3,5,0,26.383333333333333,1,2,0,0,1,2,7,0,0,2,-19
0022500992,2026-03-17,OKC,Isaiah Joe,5,4,0,1,21.666666666666668,2,2,1,0,0,2,5,0,0,0,2
0022500997,2026-03-17,PHI,Dalen Terry,8,0,3,0,18.2,0,0,0,0,0,4,7,0,0,2,-9
0022500993,2026-03-17,DET,Kevin Huerter,4,4,3,0,22.361666666666668,1,3,0,0,1,2,7,0,0,2,11
0022500991,2026-03-17,MIA,Kasparas Jakučionis,6,2,2,0,14.9,1,1,0,0,0,2,6,2,2,1,1
0022500993,2026-03-17,DET,Cade Cunningham,6,2,0,0,5.333333333333333,0,2,1,0,1,2,3,2,2,1,0
0022500995,2026-03-17,MIL,Jericho Sims,4,6,0,0,15.95,2,4,0,0,1,2,3,0,1,3,-18
0022500991,2026-03-17,CHA,Ryan Kalkbrenner,6,3,1,0,14.433333333333334,2,1,0,0,1,3,4,0,0,0,8
0022500997,2026-03-17,DEN,Julian Strawther,5,3,1,1,12.975,0,3,0,0,0,2,7,0,0,0,-1
0022500995,2026-03-17,CLE,Dennis Schröder,3,1,5,0,15.85,1,0,0,0,1,1,2,1,1,0,-8
0022500992,2026-03-17,ORL,Jamal Cain,3,2,1,1,10.335,0,2,1,0,0,1,4,0,0,1,14
0022500992,2026-03-17,ORL,Jett Howard,3,2,1,1,19.683333333333334,1,1,1,0,0,1,7,0,0,1,-23
0022500991,2026-03-17,MIA,Dru Smith,4,3,2,0,8.0,3,0,0,0,1,2,3,0,0,1,-10
0022500997,2026-03-17,DEN,Tyus Jones,5,1,2,1,9.816666666666666,0,1,0,0,0,2,4,0,0,0,2
0022500996,2026-03-17,MIN,Donte DiVincenzo,0,1,3,0,27.825,0,1,1,1,1,0,8,0,0,1,3
0022500995,2026-03-17,MIL,Kyle Kuzma,3,0,2,1,16.85,0,0,0,1,0,1,6,0,0,1,-6
0022500993,2026-03-17,WAS,Anthony Gill,2,1,1,0,16.183333333333334,1,0,1,1,2,1,2,0,0,6,-1
0022500992,2026-03-17,OKC,Jared McCain,6,2,0,0,12.383333333333333,0,2,0,0,0,3,6,0,0,1,9
0022500991,2026-03-17,CHA,Pat Connaughton,4,1,0,1,2.35,0,1,1,0,0,1,1,1,2,0,4
0022500991,2026-03-17,CHA,Sion James,2,4,2,0,17.936666666666667,1,3,0,0,2,1,2,0,0,2,-8
0022500992,2026-03-17,OKC,Luguentz Dort,5,2,0,1,18.533333333333335,1,1,0,0,1,1,5,2,2,1,-24
0022500996,2026-03-17,PHX,Haywood Highsmith,3,2,1,1,8.916666666666666,2,0,0,0,0,1,2,0,0,0,-8
0022500997,2026-03-17,DEN,Jalen Pickett,4,1,1,1,7.216666666666667,0,1,0,0,1,1,1,1,2,1,-2
0022500992,2026-03-17,ORL,Moritz Wagner,5,1,0,1,12.6,0,1,0,0,1,1,6,2,2,3,-28
0022500997,2026-03-17,DEN,Zeke Nnaji,2,2,0,0,9.066666666666666,1,1,1,0,0,1,3,0,0,2,2
0022500994,2026-03-17,NYK,Kevin McCullar Jr.,2,2,0,0,2.9,1,1,1,0,0,1,2,0,0,0,-1
0022500996,2026-03-17,PHX,Khaman Maluach,2,2,0,0,11.566666666666666,1,1,1,0,0,1,3,0,0,2,-2
0022500992,2026-03-17,OKC,Aaron Wiggins,2,3,1,0,6.133333333333334,2,1,0,0,0,1,3,0,0,1,1
0022500993,2026-03-17,DET,Javonte Green,3,2,0,1,5.05,1,1,0,0,0,1,5,0,0,1,2
0022500994,2026-03-17,IND,Kam Jones,3,1,1,1,9.99,0,1,0,0,1,1,3,0,0,1,-15
0022500995,2026-03-17,CLE,Thomas Bryant,5,0,0,1,10.316666666666666,0,0,0,0,1,2,4,0,0,0,-5
0022500991,2026-03-17,CHA,Tre Mann,2,0,1,0,3.55,0,0,1,0,0,0,1,2,2,1,2
0022500997,2026-03-17,PHI,Kyle Lowry,0,3,2,0,18.283333333333335,0,3,0,0,1,0,2,0,0,2,0
0022500994,2026-03-17,NYK,Pacôme Dadiet,2,2,1,0,4.1,0,2,0,0,1,1,4,0,0,0,1
0022500992,2026-03-17,ORL,Noah Penda,0,2,1,0,7.016666666666667,1,1,1,0,2,0,0,0,0,0,-16
0022500998,2026-03-17,SAS,Jordan McLaughlin,3,0,1,1,5.05,0,0,0,0,0,1,2,0,0,0,1
0022500998,2026-03-17,SAC,DeMar DeRozan,2,1,1,0,16.916666666666668,0,1,0,0,0,1,4,0,0,2,-30
0022500998,2026-03-17,SAS,Bismack Biyombo,1,3,0,0,8.533333333333333,0,3,0,0,0,0,2,1,2,1,-8
0022500991,2026-03-17,CHA,Josh Green,0,2,0,0,14.436666666666667,1,1,1,0,1,0,1,0,0,3,2
0022500995,2026-03-17,CLE,Jaylon Tyson,2,0,2,0,13.2,0,0,0,0,1,1,5,0,0,1,-5
0022500994,2026-03-17,NYK,Landry Shamet,2,1,1,0,15.7,1,0,0,0,1,1,5,0,0,0,-2
0022500994,2026-03-17,NYK,Jeremy Sochan,2,1,0,0,4.983333333333333,1,0,0,0,0,1,1,0,0,0,2
0022500991,2026-03-17,MIA,Myron Gardner,0,3,0,0,3.8666666666666667,0,3,0,0,1,0,2,0,0,2,-4
0022500991,2026-03-17,MIA,Jahmir Young,3,0,0,0,3.8666666666666667,0,0,0,0,1,1,2,1,1,1,-4
0022500994,2026-03-17,NYK,Mohamed Diawara,0,1,1,0,5.75,0,1,0,0,0,0,2,0,0,1,4
0022500992,2026-03-17,ORL,Goga Bitadze,0,1,1,0,5.916666666666667,0,1,0,0,0,0,0,0,0,0,-1
0022500991,2026-03-17,CHA,Xavier Tillman,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,4
0022500996,2026-03-17,PHX,Jamaree Bouyea,0,0,0,0,1.0666666666666667,0,0,0,0,0,0,1,0,0,0,0
0022500996,2026-03-17,PHX,Isaiah Livers,0,0,0,0,1.0666666666666667,0,0,0,0,0,0,0,0,0,0,0
0022500991,2026-03-17,MIA,Vladislav Goldin,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,-4
0022500983,2026-03-16,ATL,Nickeil Alexander-Walker,41,7,5,9,36.833333333333336,3,4,2,0,3,12,21,8,9,1,27
0022500986,2026-03-16,BOS,Jaylen Brown,41,7,6,2,39.49666666666667,1,6,1,1,4,10,20,19,21,0,9
0022500983,2026-03-16,ATL,Jalen Johnson,24,15,13,2,36.88333333333333,0,15,1,0,4,10,19,2,2,2,12
0022500989,2026-03-16,LAL,Luka Dončić,36,6,4,4,39.56666666666667,0,6,2,0,4,14,27,4,5,1,6
0022500986,2026-03-16,PHX,Devin Booker,40,3,6,2,37.375,0,3,0,1,7,15,24,8,9,3,2
0022500987,2026-03-16,CHI,Josh Giddey,16,15,13,2,33.94,2,13,3,0,2,6,12,2,2,1,25
0022500984,2026-03-16,GSW,Kristaps Porziņģis,30,5,4,1,25.715,1,4,2,3,3,8,13,13,14,2,7
0022500988,2026-03-16,DAL,Naji Marshall,32,8,7,2,32.9,3,5,0,0,0,12,24,6,8,3,-6
0022500990,2026-03-16,SAS,Victor Wembanyama,21,13,2,2,33.85,1,12,1,4,3,9,20,1,3,0,7
0022500987,2026-03-16,CHI,Matas Buzelis,29,7,1,5,31.691666666666666,2,5,0,3,1,12,22,0,0,0,26
0022500990,2026-03-16,LAC,Darius Garland,25,2,10,4,32.15,1,1,2,0,8,9,21,3,3,3,-4
0022500988,2026-03-16,DAL,Cooper Flagg,21,7,8,0,29.983333333333334,0,7,2,1,4,10,21,1,2,1,1
0022500990,2026-03-16,SAS,Stephon Castle,23,7,8,1,36.32666666666667,7,0,1,0,3,9,19,4,6,5,5
0022500984,2026-03-16,GSW,De'Anthony Melton,27,5,4,0,30.433333333333334,1,4,2,0,3,12,17,3,3,0,10
0022500988,2026-03-16,NOP,Trey Murphy III,17,7,7,2,32.733333333333334,0,7,2,1,2,7,15,1,2,2,10
0022500986,2026-03-16,BOS,Derrick White,21,4,5,5,29.376666666666665,0,4,1,1,4,8,16,0,0,5,-2
0022500989,2026-03-16,HOU,Amen Thompson,19,12,5,0,40.54333333333334,5,7,0,1,4,8,13,3,4,3,-6
0022500984,2026-03-16,WAS,Bilal Coulibaly,21,8,4,2,32.7,1,7,1,0,2,7,10,5,6,4,6
0022500983,2026-03-16,ORL,Paolo Banchero,18,10,3,1,33.36666666666667,0,10,0,2,2,3,13,11,16,2,-16
0022500986,2026-03-16,BOS,Jayson Tatum,21,7,4,2,32.333333333333336,1,6,1,0,2,8,18,3,3,1,11
0022500986,2026-03-16,BOS,Payton Pritchard,19,4,6,5,37.23833333333334,1,3,1,0,2,6,13,2,2,4,8
0022500990,2026-03-16,LAC,Jordan Miller,22,9,3,1,26.333333333333332,4,5,0,0,0,10,13,1,1,1,3
0022500988,2026-03-16,NOP,Saddiq Bey,23,6,3,1,35.0,1,5,1,0,1,8,18,6,6,1,1
0022500984,2026-03-16,WAS,Trae Young,21,2,5,3,21.183333333333334,1,1,1,1,3,7,10,4,5,4,3
0022500983,2026-03-16,ATL,Dyson Daniels,15,12,3,0,35.71333333333333,6,6,1,1,2,6,9,3,5,3,7
0022500987,2026-03-16,CHI,Tre Jones,17,5,5,1,27.95,1,4,2,1,3,7,12,2,2,0,13
0022500988,2026-03-16,NOP,Zion Williamson,27,4,1,0,28.516666666666666,1,3,1,0,1,11,13,5,9,1,5
0022500985,2026-03-16,POR,Deni Avdija,18,6,5,1,33.565,0,6,1,1,4,4,13,9,12,3,22
0022500989,2026-03-16,HOU,Jabari Smith Jr.,22,8,0,2,40.1,2,6,0,1,1,9,17,2,2,2,-6
0022500984,2026-03-16,WAS,Will Riley,21,4,5,4,38.516666666666666,1,3,0,0,3,6,13,5,6,2,5
0022500989,2026-03-16,LAL,Austin Reaves,15,3,5,0,40.16,1,2,4,1,1,5,18,5,5,1,11
0022500989,2026-03-16,LAL,LeBron James,18,5,5,1,33.36666666666667,1,4,2,0,1,7,13,3,4,4,13
0022500990,2026-03-16,SAS,Devin Vassell,20,3,4,4,35.416666666666664,0,3,1,0,0,6,11,4,4,3,-2
0022500988,2026-03-16,DAL,P.J. Washington,18,7,2,4,31.166666666666668,2,5,1,0,0,7,13,0,0,1,-6
0022500984,2026-03-16,GSW,Gui Santos,18,4,5,4,27.941666666666666,1,3,1,0,1,7,10,0,0,5,20
0022500988,2026-03-16,NOP,Jeremiah Fears,17,6,5,3,24.683333333333334,1,5,1,0,3,7,14,0,2,2,18
0022500990,2026-03-16,SAS,De'Aaron Fox,18,3,6,0,29.483333333333334,1,2,0,2,2,6,12,6,6,2,-2
0022500985,2026-03-16,POR,Toumani Camara,18,5,2,2,31.683333333333334,3,2,1,1,1,7,9,2,3,2,19
0022500983,2026-03-16,ATL,Onyeka Okongwu,15,7,4,2,37.15,2,5,0,1,1,5,12,3,4,3,4
0022500986,2026-03-16,PHX,Jalen Green,21,7,1,1,33.35166666666667,1,6,0,0,1,8,20,4,4,1,-12
0022500988,2026-03-16,NOP,Yves Missi,4,10,5,0,28.166666666666668,3,7,0,5,2,1,4,2,4,1,-2
0022500984,2026-03-16,GSW,Gary Payton II,15,6,2,0,23.608333333333334,2,4,2,1,2,7,10,1,3,5,-6
0022500985,2026-03-16,BKN,Chaney Johnson,17,9,1,2,25.433333333333334,5,4,0,0,0,6,8,3,6,3,6
0022500983,2026-03-16,ORL,Desmond Bane,18,2,4,3,31.2,0,2,1,0,1,7,16,1,1,4,-24
0022500987,2026-03-16,CHI,Rob Dillingham,15,1,4,3,26.666666666666668,0,1,3,0,3,6,15,0,0,4,15
0022500985,2026-03-16,BKN,Nic Claxton,12,11,1,0,20.35,7,4,0,2,0,5,11,2,4,2,-21
0022500988,2026-03-16,NOP,Karlo Matković,13,10,1,2,19.833333333333332,2,8,1,0,0,5,7,1,1,2,20
0022500985,2026-03-16,POR,Jrue Holiday,11,9,5,1,27.3,1,8,1,0,2,5,11,0,0,1,30
