game_id,date,team,player,pts,reb,ast,pm3
0022301068,2024-03-29,MIA,Patty Mills,17,0,1,2
0022301073,2024-03-29,SAC,Keegan Murray,12,7,1,4
0022301069,2024-03-29,OKC,Aaron Wiggins,15,4,2,3
0022301064,2024-03-29,ORL,Franz Wagner,13,3,3,0
0022301066,2024-03-29,BKN,Trendon Watford,11,5,4,1
0022301073,2024-03-29,DAL,Dereck Lively II,12,9,2,0
0022301062,2024-03-29,CHA,Vasilije Micic,10,2,8,1
0022301064,2024-03-29,ORL,Moritz Wagner,12,9,2,0
0022301072,2024-03-29,UTA,Taylor Hendricks,8,9,2,2
0022301065,2024-03-29,WAS,Kyle Kuzma,12,8,3,0
0022301063,2024-03-29,IND,Myles Turner,10,5,3,0
0022301066,2024-03-29,BKN,Dorian Finney-Smith,12,3,3,2
0022301063,2024-03-29,IND,Aaron Nesmith,12,4,2,2
0022301069,2024-03-29,OKC,Luguentz Dort,11,1,3,3
0022301062,2024-03-29,CHA,Davis Bertans,14,3,1,4
0022301070,2024-03-29,SAS,Tre Jones,13,4,4,3
0022301068,2024-03-29,POR,Dalano Banton,12,9,2,1
0022301068,2024-03-29,MIA,Jimmy Butler III,8,4,8,1
0022301073,2024-03-29,DAL,P.J. Washington,7,6,2,2
0022301063,2024-03-29,IND,T.J. McConnell,16,3,3,1
0022301067,2024-03-29,CLE,Max Strus,15,1,3,2
0022301068,2024-03-29,POR,Kris Murray,11,5,4,3
0022301068,2024-03-29,MIA,Jaime Jaquez Jr.,12,3,5,0
0022301066,2024-03-29,CHI,Ayo Dosunmu,16,3,3,0
0022301062,2024-03-29,GSW,Draymond Green,8,8,4,0
0022301069,2024-03-29,PHX,Devin Booker,14,3,5,0
0022301062,2024-03-29,CHA,Brandon Miller,12,3,3,2
0022301067,2024-03-29,CLE,Sam Merrill,13,2,3,4
0022301069,2024-03-29,OKC,Isaiah Joe,14,3,1,4
0022301070,2024-03-29,NYK,Miles McBride,7,2,3,1
0022301073,2024-03-29,DAL,Daniel Gafford,6,7,0,0
0022301066,2024-03-29,CHI,Andre Drummond,6,11,0,0
0022301067,2024-03-29,PHI,Nicolas Batum,8,8,3,2
0022301070,2024-03-29,SAS,Julian Champagnie,12,5,2,2
0022301062,2024-03-29,CHA,Nick Richards,12,8,0,0
0022301064,2024-03-29,LAC,Paul George,12,4,1,1
0022301069,2024-03-29,OKC,Jaylin Williams,3,3,6,1
0022301071,2024-03-29,MIN,Kyle Anderson,5,3,7,0
0022301071,2024-03-29,MIN,Naz Reid,7,6,2,0
0022301067,2024-03-29,PHI,Buddy Hield,10,4,2,1
0022301070,2024-03-29,NYK,Mitchell Robinson,7,12,0,0
0022301065,2024-03-29,WAS,Jordan Poole,7,3,6,1
0022301063,2024-03-29,LAL,D'Angelo Russell,6,3,5,0
0022301063,2024-03-29,IND,Andrew Nembhard,10,2,2,2
0022301071,2024-03-29,DEN,DeAndre Jordan,11,7,0,0
0022301072,2024-03-29,UTA,Johnny Juzang,12,2,3,1
0022301066,2024-03-29,CHI,Alex Caruso,6,3,5,2
0022301063,2024-03-29,IND,Jalen Smith,4,7,0,0
0022301068,2024-03-29,MIA,Nikola Jović,5,2,3,1
0022301070,2024-03-29,NYK,Isaiah Hartenstein,7,4,4,0
0022301064,2024-03-29,ORL,Cole Anthony,8,3,0,2
0022301062,2024-03-29,CHA,Tre Mann,7,3,4,1
0022301064,2024-03-29,ORL,Jonathan Isaac,3,5,1,1
0022301065,2024-03-29,DET,Tosan Evbuomwan,8,4,2,0
0022301071,2024-03-29,DEN,Christian Braun,8,5,2,1
0022301062,2024-03-29,GSW,Kevon Looney,8,7,1,0
0022301070,2024-03-29,SAS,Malaki Branham,10,2,2,2
0022301073,2024-03-29,SAC,Kessler Edwards,9,2,0,3
0022301063,2024-03-29,LAL,Rui Hachimura,14,0,0,2
0022301064,2024-03-29,LAC,Russell Westbrook,5,3,5,0
0022301069,2024-03-29,PHX,Eric Gordon,6,2,2,1
0022301068,2024-03-29,POR,Rayan Rupert,6,4,3,0
0022301073,2024-03-29,DAL,Danté Exum,8,3,2,2
0022301065,2024-03-29,DET,Evan Fournier,10,2,0,2
0022301073,2024-03-29,SAC,Davion Mitchell,8,1,2,0
0022301065,2024-03-29,DET,Chimezie Metu,5,3,1,0
0022301069,2024-03-29,PHX,Royce O'Neale,5,2,3,1
0022301066,2024-03-29,CHI,Javonte Green,7,1,0,1
0022301069,2024-03-29,PHX,Jusuf Nurkić,5,3,3,0
0022301070,2024-03-29,NYK,Precious Achiuwa,6,5,0,0
0022301063,2024-03-29,IND,Ben Sheppard,7,2,3,1
0022301064,2024-03-29,LAC,Norman Powell,10,0,1,0
0022301072,2024-03-29,UTA,Walker Kessler,4,6,1,0
0022301064,2024-03-29,ORL,Gary Harris,8,2,0,1
0022301072,2024-03-29,UTA,Keyonte George,6,1,6,0
0022301062,2024-03-29,GSW,Brandin Podziemski,4,5,3,0
0022301070,2024-03-29,SAS,Blake Wesley,4,5,3,0
0022301064,2024-03-29,LAC,Mason Plumlee,8,4,0,0
0022301062,2024-03-29,CHA,Aleksej Pokusevski,6,3,0,1
0022301073,2024-03-29,DAL,Maxi Kleber,6,2,2,2
0022301063,2024-03-29,IND,Obi Toppin,7,2,0,1
0022301064,2024-03-29,ORL,Caleb Houstan,8,1,1,2
0022301064,2024-03-29,LAC,Amir Coffey,6,2,0,2
0022301072,2024-03-29,UTA,Brice Sensabaugh,0,4,5,0
0022301064,2024-03-29,ORL,Wendell Carter Jr.,2,5,2,0
0022301068,2024-03-29,MIA,Caleb Martin,3,2,3,1
0022301068,2024-03-29,MIA,Delon Wright,5,0,1,1
0022301069,2024-03-29,OKC,Kenrich Williams,6,4,1,0
0022301064,2024-03-29,ORL,Joe Ingles,5,1,4,1
0022301071,2024-03-29,MIN,Jordan McLaughlin,5,4,1,1
0022301065,2024-03-29,WAS,Jared Butler,6,1,2,0
0022301069,2024-03-29,PHX,Josh Okogie,5,2,1,1
0022301066,2024-03-29,CHI,Torrey Craig,7,1,0,1
0022301071,2024-03-29,MIN,Nickeil Alexander-Walker,6,1,0,2
0022301065,2024-03-29,DET,Malachi Flynn,3,2,3,0
0022301062,2024-03-29,GSW,Gary Payton II,6,1,1,0
0022301070,2024-03-29,SAS,Zach Collins,3,3,2,0
0022301067,2024-03-29,PHI,Kelly Oubre Jr.,4,4,0,0
0022301072,2024-03-29,HOU,Jeff Green,5,4,0,1
0022301069,2024-03-29,PHX,Nassir Little,7,1,1,1
0022301067,2024-03-29,CLE,Marcus Morris Sr.,3,5,1,1
0022301072,2024-03-29,HOU,Dillon Brooks,5,4,0,1
0022301073,2024-03-29,DAL,Derrick Jones Jr.,7,1,1,1
0022301072,2024-03-29,HOU,Jock Landale,2,5,0,0
0022301065,2024-03-29,WAS,Anthony Gill,6,3,0,0
0022301068,2024-03-29,POR,Jabari Walker,4,3,2,0
0022301068,2024-03-29,MIA,Jamal Cain,3,0,3,1
0022301071,2024-03-29,DEN,Justin Holiday,5,1,0,1
0022301073,2024-03-29,DAL,Tim Hardaway Jr.,5,2,1,1
0022301065,2024-03-29,DET,Troy Brown Jr.,4,2,0,1
0022301063,2024-03-29,LAL,Spencer Dinwiddie,5,1,0,1
0022301063,2024-03-29,LAL,Cam Reddish,0,4,0,0
0022301070,2024-03-29,NYK,Shake Milton,2,3,1,0
0022301069,2024-03-29,PHX,Drew Eubanks,0,4,0,0
0022301066,2024-03-29,CHI,Dalen Terry,4,4,0,0
0022301068,2024-03-29,POR,Duop Reath,6,2,0,0
0022301069,2024-03-29,OKC,Gordon Hayward,4,1,2,0
0022301066,2024-03-29,BKN,Jalen Wilson,3,3,0,1
0022301069,2024-03-29,PHX,Isaiah Thomas,5,0,1,1
0022301064,2024-03-29,LAC,Terance Mann,5,0,1,1
0022301073,2024-03-29,SAC,Alex Len,0,3,3,0
0022301067,2024-03-29,PHI,Cameron Payne,2,0,2,0
0022301063,2024-03-29,LAL,Jaxson Hayes,2,2,2,0
0022301069,2024-03-29,PHX,David Roddy,2,3,1,0
0022301070,2024-03-29,SAS,Cedi Osman,4,0,2,0
0022301068,2024-03-29,POR,Ibou Badji,3,3,0,0
0022301068,2024-03-29,POR,Justin Minaya,2,2,0,0
0022301067,2024-03-29,PHI,Ricky Council IV,4,0,1,1
0022301070,2024-03-29,NYK,Bojan Bogdanovic,4,2,0,0
0022301063,2024-03-29,LAL,Taurean Prince,5,0,0,1
0022301071,2024-03-29,DEN,Kentavious Caldwell-Pope,0,3,2,0
0022301070,2024-03-29,SAS,Jeremy Sochan,4,0,1,0
0022301066,2024-03-29,BKN,Day'Ron Sharpe,2,3,0,0
0022301066,2024-03-29,BKN,Lonnie Walker IV,3,0,1,1
0022301069,2024-03-29,OKC,Mike Muscala,0,1,1,0
0022301071,2024-03-29,DEN,Peyton Watson,0,3,1,0
0022301072,2024-03-29,UTA,Micah Potter,0,4,0,0
0022301071,2024-03-29,MIN,Monte Morris,2,2,0,0
0022301066,2024-03-29,BKN,Noah Clowney,3,0,0,1
0022301065,2024-03-29,WAS,Johnny Davis,0,0,1,0
0022301067,2024-03-29,CLE,Tristan Thompson,0,1,2,0
0022301068,2024-03-29,POR,Matisse Thybulle,0,1,2,0
0022301073,2024-03-29,SAC,Malik Monk,2,1,0,0
0022301062,2024-03-29,CHA,Bryce McGowens,2,1,0,0
0022301071,2024-03-29,MIN,Josh Minott,0,0,0,0
0022301062,2024-03-29,GSW,Lester Quinones,0,1,1,0
0022301069,2024-03-29,PHX,Bol Bol,0,1,1,0
0022301066,2024-03-29,CHI,Onuralp Bitim,0,1,1,0
0022301065,2024-03-29,WAS,Tristan Vukcevic,0,2,0,0
0022301063,2024-03-29,IND,Isaiah Jackson,0,2,0,0
0022301072,2024-03-29,HOU,Jae'Sean Tate,1,1,0,0
0022301071,2024-03-29,DEN,Hunter Tyson,2,0,0,0
0022301063,2024-03-29,LAL,Max Christie,2,0,0,0
0022301062,2024-03-29,GSW,Jerome Robinson,2,0,0,0
0022301067,2024-03-29,CLE,Isaac Okoro,2,0,0,0
0022301065,2024-03-29,DET,James Wiseman,0,2,0,0
0022301071,2024-03-29,DEN,Jalen Pickett,0,0,1,0
0022301072,2024-03-29,HOU,Reggie Bullock Jr.,0,1,0,0
0022301062,2024-03-29,CHA,JT Thor,0,1,0,0
0022301071,2024-03-29,MIN,Wendell Moore Jr.,0,1,0,0
0022301073,2024-03-29,SAC,Chris Duarte,0,1,0,0
0022301065,2024-03-29,WAS,Jules Bernard,0,1,0,0
0022301065,2024-03-29,WAS,Patrick Baldwin Jr.,0,1,0,0
0022301072,2024-03-29,HOU,Aaron Holiday,0,0,1,0
0022301071,2024-03-29,DEN,Jay Huff,0,0,0,0
0022301071,2024-03-29,DEN,Braxton Key,0,0,0,0
0022301071,2024-03-29,DEN,Julian Strawther,0,0,0,0
0022301062,2024-03-29,CHA,Nick Smith Jr.,0,0,0,0
0022301062,2024-03-29,CHA,Amari Bailey,0,0,0,0
0022301063,2024-03-29,IND,Jarace Walker,0,0,0,0
0022301063,2024-03-29,LAL,Colin Castleton,0,0,0,0
0022301063,2024-03-29,IND,Doug McDermott,0,0,0,0
0022301063,2024-03-29,LAL,Maxwell Lewis,0,0,0,0
0022301071,2024-03-29,MIN,Leonard Miller,0,0,0,0
0022301071,2024-03-29,MIN,Luka Garza,0,0,0,0
0022301069,2024-03-29,OKC,Bismack Biyombo,0,0,0,0
0022301066,2024-03-29,CHI,Terry Taylor,0,0,0,0
0022301071,2024-03-29,DEN,Collin Gillespie,0,0,0,0
0022301060,2024-03-28,ATL,Dejounte Murray,44,7,7,6
0022301061,2024-03-28,MIL,Giannis Antetokounmpo,35,14,4,0
0022301060,2024-03-28,BOS,Jayson Tatum,31,13,6,2
0022301061,2024-03-28,NOP,CJ McCollum,25,7,7,3
0022301060,2024-03-28,BOS,Derrick White,22,7,5,5
0022301060,2024-03-28,ATL,De'Andre Hunter,21,13,1,5
0022301060,2024-03-28,ATL,Bogdan Bogdanović,24,7,5,2
0022301060,2024-03-28,BOS,Kristaps Porziņģis,20,7,2,2
0022301061,2024-03-28,NOP,Trey Murphy III,15,11,5,2
0022301061,2024-03-28,NOP,Zion Williamson,28,5,2,0
0022301061,2024-03-28,MIL,Damian Lillard,20,5,7,3
0022301061,2024-03-28,NOP,Herbert Jones,11,4,4,1
0022301061,2024-03-28,NOP,Jonas Valančiūnas,17,10,1,1
0022301060,2024-03-28,ATL,Clint Capela,12,13,3,0
0022301060,2024-03-28,BOS,Jrue Holiday,13,7,5,3
0022301060,2024-03-28,BOS,Jaylen Brown,18,1,4,0
0022301061,2024-03-28,MIL,Malik Beasley,20,2,0,6
0022301061,2024-03-28,NOP,Larry Nance Jr.,9,7,3,1
0022301061,2024-03-28,MIL,Khris Middleton,7,8,6,1
0022301061,2024-03-28,MIL,Brook Lopez,7,5,1,1
0022301060,2024-03-28,ATL,Bruno Fernando,6,4,2,0
0022301060,2024-03-28,ATL,Wesley Matthews,3,5,3,1
0022301060,2024-03-28,BOS,Sam Hauser,8,2,3,2
0022301061,2024-03-28,MIL,Bobby Portis,5,7,0,1
0022301060,2024-03-28,ATL,Garrison Mathews,7,1,1,1
0022301060,2024-03-28,BOS,Luke Kornet,4,3,0,0
0022301060,2024-03-28,BOS,Payton Pritchard,4,1,2,0
0022301061,2024-03-28,MIL,Jae Crowder,3,2,2,1
0022301060,2024-03-28,ATL,Vít Krejčí,2,3,1,0
0022301061,2024-03-28,MIL,Pat Connaughton,3,1,1,1
0022301060,2024-03-28,BOS,Xavier Tillman,2,2,1,0
0022301060,2024-03-28,ATL,Trent Forrest,4,0,1,0
0022301061,2024-03-28,NOP,Naji Marshall,0,3,0,0
0022301061,2024-03-28,NOP,Jordan Hawkins,2,1,0,0
0022301061,2024-03-28,MIL,Patrick Beverley,0,2,0,0
0022301061,2024-03-28,MIL,AJ Green,0,0,0,0
0022301061,2024-03-28,NOP,Matt Ryan,0,0,0,0
0022301057,2024-03-27,HOU,Jalen Green,37,10,7,7
0022301059,2024-03-27,PHX,Kevin Durant,30,13,3,3
0022301050,2024-03-27,WAS,Jordan Poole,38,7,8,5
0022301055,2024-03-27,LAL,Rui Hachimura,32,10,1,7
0022301051,2024-03-27,POR,Dalano Banton,31,5,9,5
0022301050,2024-03-27,BKN,Cam Thomas,38,2,7,2
0022301055,2024-03-27,MEM,Desmond Bane,26,4,16,4
0022301051,2024-03-27,ATL,Dejounte Murray,30,3,7,4
0022301055,2024-03-27,LAL,LeBron James,23,14,12,0
0022301052,2024-03-27,PHI,Tyrese Maxey,26,7,8,3
0022301053,2024-03-27,NYK,Miles McBride,29,3,7,9
0022301059,2024-03-27,DEN,Nikola Jokić,22,9,10,1
0022301057,2024-03-27,OKC,Jalen Williams,23,5,10,3
0022301058,2024-03-27,SAS,Devin Vassell,31,4,6,4
0022301048,2024-03-27,CHA,Brandon Miller,31,6,1,7
0022301057,2024-03-27,HOU,Amen Thompson,25,15,4,0
0022301057,2024-03-27,OKC,Josh Giddey,31,7,4,0
0022301049,2024-03-27,ORL,Cole Anthony,26,7,4,5
0022301052,2024-03-27,LAC,Paul George,22,10,4,5
0022301058,2024-03-27,UTA,Collin Sexton,26,2,9,2
0022301052,2024-03-27,LAC,James Harden,16,5,14,3
0022301058,2024-03-27,SAS,Victor Wembanyama,19,8,6,1
0022301055,2024-03-27,MEM,Jake LaRavia,25,6,4,7
0022301050,2024-03-27,WAS,Kyle Kuzma,24,6,10,3
0022301058,2024-03-27,SAS,Jeremy Sochan,17,9,2,2
0022301050,2024-03-27,BKN,Nic Claxton,17,13,1,0
0022301053,2024-03-27,NYK,Precious Achiuwa,19,12,3,0
0022301050,2024-03-27,BKN,Mikal Bridges,19,6,4,3
0022301050,2024-03-27,BKN,Dennis Schröder,21,4,8,3
0022301056,2024-03-27,DET,Cade Cunningham,32,1,2,3
0022301054,2024-03-27,CHI,Nikola Vučević,22,12,2,1
0022301053,2024-03-27,NYK,Jalen Brunson,26,4,7,2
0022301051,2024-03-27,ATL,Clint Capela,13,10,1,0
0022301054,2024-03-27,CHI,DeMar DeRozan,27,6,2,1
0022301058,2024-03-27,UTA,Lauri Markkanen,25,6,2,3
0022301052,2024-03-27,LAC,Kawhi Leonard,17,9,3,0
0022301055,2024-03-27,MEM,Jaren Jackson Jr.,17,9,3,0
0022301048,2024-03-27,CLE,Jarrett Allen,24,8,3,0
0022301057,2024-03-27,HOU,Dillon Brooks,20,4,4,3
0022301049,2024-03-27,GSW,Andrew Wiggins,23,6,1,3
0022301056,2024-03-27,MIN,Naz Reid,21,10,4,1
0022301048,2024-03-27,CLE,Darius Garland,14,5,12,3
0022301053,2024-03-27,NYK,Donte DiVincenzo,16,5,2,5
0022301055,2024-03-27,LAL,D'Angelo Russell,23,2,4,5
0022301050,2024-03-27,WAS,Deni Avdija,17,12,3,1
0022301054,2024-03-27,CHI,Andre Drummond,14,11,3,0
0022301049,2024-03-27,GSW,Stephen Curry,17,4,10,3
0022301059,2024-03-27,DEN,Kentavious Caldwell-Pope,13,6,6,3
0022301048,2024-03-27,CHA,Grant Williams,16,7,5,2
0022301056,2024-03-27,MIN,Rudy Gobert,11,14,4,0
0022301051,2024-03-27,ATL,Bogdan Bogdanović,16,4,5,2
0022301059,2024-03-27,PHX,Devin Booker,17,5,9,2
0022301052,2024-03-27,PHI,Kelly Oubre Jr.,17,11,2,0
0022301054,2024-03-27,CHI,Alex Caruso,12,7,7,2
0022301048,2024-03-27,CHA,Miles Bridges,17,5,3,1
0022301054,2024-03-27,IND,Andrew Nembhard,18,5,2,3
0022301059,2024-03-27,DEN,Michael Porter Jr.,18,8,0,2
0022301048,2024-03-27,CLE,Max Strus,19,4,0,5
0022301054,2024-03-27,CHI,Coby White,18,7,2,2
0022301049,2024-03-27,ORL,Paolo Banchero,15,8,5,1
0022301054,2024-03-27,CHI,Ayo Dosunmu,17,3,4,3
0022301057,2024-03-27,HOU,Fred VanVleet,13,4,6,1
0022301053,2024-03-27,TOR,Garrett Temple,15,6,2,3
0022301057,2024-03-27,OKC,Isaiah Joe,17,3,6,4
0022301058,2024-03-27,UTA,John Collins,18,5,1,2
0022301048,2024-03-27,CHA,Vasilije Micic,11,1,12,1
0022301049,2024-03-27,GSW,Trayce Jackson-Davis,8,14,3,0
0022301048,2024-03-27,CHA,Tre Mann,17,1,8,1
0022301053,2024-03-27,TOR,Kelly Olynyk,13,7,8,1
0022301052,2024-03-27,PHI,Tobias Harris,14,7,2,2
0022301055,2024-03-27,LAL,Spencer Dinwiddie,14,7,1,3
0022301048,2024-03-27,CLE,Sam Merrill,17,3,2,5
0022301051,2024-03-27,POR,Scoot Henderson,15,2,6,2
0022301051,2024-03-27,ATL,Garrison Mathews,21,2,1,5
0022301054,2024-03-27,IND,Pascal Siakam,14,8,5,1
0022301050,2024-03-27,WAS,Marvin Bagley III,18,6,0,2
0022301059,2024-03-27,PHX,Bradley Beal,10,4,7,3
0022301051,2024-03-27,POR,Toumani Camara,17,4,2,3
0022301052,2024-03-27,PHI,Mo Bamba,12,11,0,0
0022301056,2024-03-27,MIN,Kyle Anderson,14,4,5,0
0022301058,2024-03-27,SAS,Cedi Osman,9,7,6,3
0022301053,2024-03-27,TOR,Gary Trent Jr.,18,2,6,1
0022301059,2024-03-27,DEN,Aaron Gordon,18,6,2,1
0022301058,2024-03-27,SAS,Julian Champagnie,17,5,0,3
0022301056,2024-03-27,MIN,Jaden McDaniels,20,4,0,3
0022301053,2024-03-27,TOR,Gradey Dick,23,1,0,3
0022301055,2024-03-27,LAL,Austin Reaves,13,2,11,0
0022301056,2024-03-27,DET,Jalen Duren,11,11,4,0
0022301053,2024-03-27,NYK,Josh Hart,7,6,10,1
0022301055,2024-03-27,LAL,Jaxson Hayes,14,7,1,0
0022301051,2024-03-27,POR,Duop Reath,13,5,5,1
0022301052,2024-03-27,PHI,Buddy Hield,17,3,1,3
0022301048,2024-03-27,CLE,Evan Mobley,10,6,6,1
0022301058,2024-03-27,UTA,Taylor Hendricks,8,8,1,2
0022301051,2024-03-27,ATL,Bruno Fernando,7,9,1,0
0022301059,2024-03-27,PHX,Grayson Allen,13,3,4,3
0022301057,2024-03-27,OKC,Aaron Wiggins,16,4,1,2
0022301054,2024-03-27,IND,Tyrese Haliburton,13,4,5,3
0022301053,2024-03-27,NYK,Bojan Bogdanovic,18,1,2,4
0022301058,2024-03-27,UTA,Keyonte George,14,1,8,2
0022301056,2024-03-27,DET,Chimezie Metu,8,7,2,1
0022301053,2024-03-27,NYK,Isaiah Hartenstein,15,4,1,0
0022301056,2024-03-27,MIN,Mike Conley,9,0,7,1
0022301049,2024-03-27,ORL,Jonathan Isaac,9,5,1,2
0022301050,2024-03-27,BKN,Trendon Watford,12,3,2,2
0022301055,2024-03-27,MEM,Scotty Pippen Jr.,11,2,2,2
0022301053,2024-03-27,TOR,Javon Freeman-Liberty,14,5,3,1
0022301052,2024-03-27,LAC,Terance Mann,14,7,0,2
0022301049,2024-03-27,ORL,Franz Wagner,14,5,1,0
0022301058,2024-03-27,SAS,Malaki Branham,17,0,0,3
0022301048,2024-03-27,CHA,Nick Richards,11,10,0,0
0022301051,2024-03-27,POR,Rayan Rupert,7,6,5,1
0022301052,2024-03-27,PHI,Nicolas Batum,9,4,3,3
0022301057,2024-03-27,OKC,Gordon Hayward,13,2,1,3
0022301056,2024-03-27,DET,Malachi Flynn,14,5,0,2
0022301057,2024-03-27,HOU,Jabari Smith Jr.,16,3,0,2
0022301049,2024-03-27,ORL,Moritz Wagner,6,3,7,0
0022301049,2024-03-27,GSW,Gary Payton II,10,1,1,0
0022301053,2024-03-27,TOR,Jordan Nwora,7,3,3,1
0022301049,2024-03-27,GSW,Moses Moody,12,5,3,0
0022301056,2024-03-27,MIN,Anthony Edwards,9,3,5,1
0022301054,2024-03-27,IND,Myles Turner,12,4,0,2
0022301051,2024-03-27,ATL,De'Andre Hunter,13,5,1,1
0022301055,2024-03-27,LAL,Taurean Prince,15,1,1,3
0022301049,2024-03-27,GSW,Klay Thompson,15,0,2,3
0022301059,2024-03-27,PHX,Thaddeus Young,6,9,2,0
0022301055,2024-03-27,MEM,Lamar Stevens,11,4,2,0
0022301052,2024-03-27,LAC,Ivica Zubac,11,4,0,0
0022301056,2024-03-27,DET,Marcus Sasser,7,4,5,1
0022301052,2024-03-27,LAC,Norman Powell,11,3,2,1
0022301051,2024-03-27,ATL,Vít Krejčí,7,4,3,1
0022301056,2024-03-27,MIN,Nickeil Alexander-Walker,11,1,2,3
0022301050,2024-03-27,WAS,Corey Kispert,15,2,0,2
0022301048,2024-03-27,CLE,Georges Niang,14,1,0,4
0022301052,2024-03-27,PHI,Paul Reed,5,7,0,0
0022301049,2024-03-27,GSW,Brandin Podziemski,6,9,1,0
0022301057,2024-03-27,OKC,Luguentz Dort,8,4,2,0
0022301057,2024-03-27,OKC,Kenrich Williams,5,9,1,1
0022301048,2024-03-27,CHA,Aleksej Pokusevski,10,7,1,0
0022301059,2024-03-27,DEN,Reggie Jackson,11,1,3,1
0022301052,2024-03-27,LAC,Amir Coffey,10,0,3,3
0022301051,2024-03-27,ATL,Dylan Windler,11,2,0,3
0022301053,2024-03-27,TOR,Kobi Simmons,2,1,6,0
0022301049,2024-03-27,ORL,Wendell Carter Jr.,7,6,0,0
0022301058,2024-03-27,SAS,Tre Jones,3,4,10,0
0022301048,2024-03-27,CLE,Caris LeVert,4,3,8,0
0022301054,2024-03-27,IND,T.J. McConnell,12,1,4,0
0022301051,2024-03-27,POR,Ashton Hagans,10,2,3,2
0022301054,2024-03-27,IND,Isaiah Jackson,6,6,0,0
0022301057,2024-03-27,HOU,Jock Landale,7,6,1,0
0022301059,2024-03-27,DEN,Collin Gillespie,8,1,3,2
0022301059,2024-03-27,PHX,Bol Bol,8,5,1,2
0022301054,2024-03-27,IND,Aaron Nesmith,6,5,3,2
0022301055,2024-03-27,MEM,GG Jackson,10,4,0,2
0022301050,2024-03-27,BKN,Dorian Finney-Smith,4,8,1,0
0022301058,2024-03-27,UTA,Walker Kessler,4,6,1,0
0022301056,2024-03-27,DET,Troy Brown Jr.,5,3,2,1
0022301059,2024-03-27,PHX,Royce O'Neale,5,7,2,1
0022301056,2024-03-27,DET,James Wiseman,11,4,0,0
0022301057,2024-03-27,OKC,Chet Holmgren,2,7,0,0
0022301059,2024-03-27,PHX,Eric Gordon,10,1,0,2
0022301055,2024-03-27,MEM,Brandon Clarke,6,5,1,0
0022301055,2024-03-27,MEM,Santi Aldama,6,3,1,2
0022301053,2024-03-27,NYK,Mitchell Robinson,8,2,0,0
0022301058,2024-03-27,UTA,Brice Sensabaugh,9,1,1,1
0022301049,2024-03-27,GSW,Kevon Looney,4,7,0,0
0022301053,2024-03-27,NYK,Shake Milton,7,3,2,1
0022301050,2024-03-27,WAS,Anthony Gill,5,3,2,1
0022301054,2024-03-27,CHI,Javonte Green,5,4,1,1
0022301050,2024-03-27,BKN,Day'Ron Sharpe,8,5,0,0
0022301057,2024-03-27,OKC,Jaylin Williams,5,5,0,1
0022301058,2024-03-27,SAS,Zach Collins,4,0,6,0
0022301051,2024-03-27,POR,Moses Brown,7,1,0,0
0022301054,2024-03-27,IND,Obi Toppin,5,1,2,0
0022301055,2024-03-27,MEM,DeJon Jarreau,8,1,1,0
0022301049,2024-03-27,ORL,Jalen Suggs,4,1,2,1
0022301052,2024-03-27,PHI,Kyle Lowry,7,0,1,2
0022301059,2024-03-27,DEN,Peyton Watson,5,4,0,0
0022301054,2024-03-27,CHI,Torrey Craig,7,2,1,1
0022301057,2024-03-27,HOU,Jeff Green,7,2,1,1
0022301056,2024-03-27,MIN,Jordan McLaughlin,8,1,0,2
0022301049,2024-03-27,GSW,Chris Paul,3,3,4,0
0022301059,2024-03-27,PHX,Drew Eubanks,5,4,1,0
0022301052,2024-03-27,LAC,Russell Westbrook,6,2,2,0
0022301048,2024-03-27,CLE,Isaac Okoro,7,2,0,1
0022301054,2024-03-27,IND,Jalen Smith,5,4,0,1
0022301051,2024-03-27,POR,Kris Murray,0,3,4,0
0022301051,2024-03-27,POR,Jabari Walker,4,4,1,0
0022301049,2024-03-27,ORL,Markelle Fultz,4,1,0,0
0022301049,2024-03-27,ORL,Anthony Black,6,1,1,1
0022301048,2024-03-27,CHA,Davis Bertans,5,1,0,1
0022301050,2024-03-27,WAS,Johnny Davis,2,1,1,0
0022301049,2024-03-27,ORL,Joe Ingles,2,2,4,0
0022301051,2024-03-27,ATL,Trent Forrest,2,2,4,0
0022301054,2024-03-27,CHI,Dalen Terry,0,2,4,0
0022301057,2024-03-27,HOU,Aaron Holiday,4,2,2,0
0022301056,2024-03-27,DET,Tosan Evbuomwan,3,4,0,1
0022301050,2024-03-27,BKN,Noah Clowney,1,4,0,0
0022301058,2024-03-27,SAS,Blake Wesley,1,2,4,0
0022301050,2024-03-27,WAS,Jared Butler,0,3,2,0
0022301057,2024-03-27,OKC,Cason Wallace,4,2,1,0
0022301053,2024-03-27,TOR,Mouhamadou Gueye,2,2,1,0
0022301057,2024-03-27,HOU,Reggie Bullock Jr.,3,3,0,1
0022301058,2024-03-27,UTA,Kira Lewis Jr.,5,1,0,1
0022301056,2024-03-27,DET,Evan Fournier,0,0,0,0
0022301056,2024-03-27,MIN,Monte Morris,1,2,1,0
0022301053,2024-03-27,TOR,Jalen McDaniels,4,0,0,0
0022301059,2024-03-27,DEN,Christian Braun,0,3,0,0
0022301048,2024-03-27,CLE,Tristan Thompson,2,0,1,0
0022301050,2024-03-27,WAS,Tristan Vukcevic,0,1,0,0
0022301058,2024-03-27,UTA,Luka Samanic,0,5,0,0
0022301055,2024-03-27,MEM,Maozinha Pereira,4,1,0,0
