game_id,date,team,player,pts,reb,ast,pm3
0022301195,2024-04-14,LAL,LeBron James,28,11,17,0
0022301193,2024-04-14,MEM,GG Jackson,44,12,1,4
0022301186,2024-04-14,BOS,Payton Pritchard,38,9,12,4
0022301194,2024-04-14,PHX,Bradley Beal,36,6,5,6
0022301190,2024-04-14,NYK,Jalen Brunson,40,8,7,1
0022301188,2024-04-14,IND,Myles Turner,31,12,0,3
0022301190,2024-04-14,CHI,DeMar DeRozan,30,5,5,2
0022301199,2024-04-14,HOU,Amen Thompson,18,11,10,0
0022301195,2024-04-14,LAL,Anthony Davis,30,11,3,0
0022301191,2024-04-14,ORL,Paolo Banchero,26,11,7,2
0022301187,2024-04-14,CHA,JT Thor,20,9,4,3
0022301197,2024-04-14,DET,James Wiseman,21,17,1,0
0022301190,2024-04-14,CHI,Nikola Vučević,29,11,3,2
0022301190,2024-04-14,NYK,Donte DiVincenzo,25,7,2,5
0022301186,2024-04-14,BOS,Svi Mykhailiuk,26,5,5,6
0022301188,2024-04-14,ATL,Dejounte Murray,32,3,3,4
0022301193,2024-04-14,DEN,Nikola Jokić,15,15,5,0
0022301193,2024-04-14,MEM,Jake LaRavia,29,5,4,4
0022301186,2024-04-14,BOS,Neemias Queta,19,9,1,0
0022301190,2024-04-14,CHI,Alex Caruso,15,5,8,3
0022301187,2024-04-14,CHA,Nick Smith Jr.,24,6,3,6
0022301193,2024-04-14,DEN,Christian Braun,19,10,5,2
0022301188,2024-04-14,ATL,Mouhamed Gueye,19,9,0,2
0022301191,2024-04-14,ORL,Franz Wagner,25,5,3,1
0022301195,2024-04-14,NOP,CJ McCollum,25,4,7,4
0022301187,2024-04-14,CLE,Max Strus,14,10,11,4
0022301199,2024-04-14,LAC,Daniel Theis,16,11,2,2
0022301191,2024-04-14,MIL,Bobby Portis,17,10,1,3
0022301200,2024-04-14,SAC,De'Aaron Fox,24,2,3,2
0022301194,2024-04-14,PHX,Devin Booker,23,4,7,3
0022301198,2024-04-14,GSW,Klay Thompson,25,3,3,6
0022301200,2024-04-14,SAC,Domantas Sabonis,18,11,9,0
0022301192,2024-04-14,PHI,Tobias Harris,21,8,2,3
0022301188,2024-04-14,IND,Pascal Siakam,28,6,1,1
0022301192,2024-04-14,PHI,Buddy Hield,19,7,5,4
0022301186,2024-04-14,WAS,Jared Butler,22,2,7,2
0022301186,2024-04-14,WAS,Eugene Omoruyi,26,2,5,4
0022301192,2024-04-14,PHI,Tyrese Maxey,26,3,3,3
0022301192,2024-04-14,PHI,Paul Reed,13,12,3,0
0022301197,2024-04-14,SAS,Blake Wesley,17,7,5,1
0022301198,2024-04-14,UTA,Taylor Hendricks,16,8,2,2
0022301190,2024-04-14,CHI,Coby White,26,2,4,0
0022301199,2024-04-14,HOU,Cam Whitmore,21,6,5,2
0022301193,2024-04-14,DEN,Jamal Murray,21,6,4,3
0022301188,2024-04-14,IND,Tyrese Haliburton,12,2,13,0
0022301194,2024-04-14,MIN,Rudy Gobert,21,7,1,0
0022301199,2024-04-14,LAC,Terance Mann,24,6,2,1
0022301189,2024-04-14,MIA,Tyler Herro,17,6,8,2
0022301187,2024-04-14,CHA,Marques Bolden,14,8,2,0
0022301199,2024-04-14,LAC,Xavier Moon,14,6,6,2
0022301194,2024-04-14,PHX,Grayson Allen,20,6,1,3
0022301186,2024-04-14,WAS,Patrick Baldwin Jr.,17,7,0,4
0022301199,2024-04-14,LAC,Brandon Boston,15,6,3,2
0022301190,2024-04-14,NYK,Isaiah Hartenstein,8,13,4,0
0022301189,2024-04-14,MIA,Jaime Jaquez Jr.,18,4,5,0
0022301189,2024-04-14,MIA,Bam Adebayo,17,6,2,0
0022301200,2024-04-14,POR,Dalano Banton,17,3,7,0
0022301186,2024-04-14,BOS,Sam Hauser,16,5,2,4
0022301195,2024-04-14,LAL,D'Angelo Russell,19,1,4,5
0022301194,2024-04-14,MIN,Mike Conley,17,4,2,4
0022301199,2024-04-14,LAC,Mason Plumlee,9,13,4,0
0022301195,2024-04-14,NOP,Zion Williamson,12,8,8,0
0022301200,2024-04-14,POR,Kris Murray,9,18,0,1
0022301192,2024-04-14,BKN,Trendon Watford,14,8,5,1
0022301198,2024-04-14,GSW,Andrew Wiggins,19,4,3,2
0022301188,2024-04-14,IND,T.J. McConnell,17,4,8,3
0022301195,2024-04-14,NOP,Herbert Jones,18,5,1,4
0022301198,2024-04-14,UTA,Omer Yurtseven,11,18,2,0
0022301189,2024-04-14,MIA,Thomas Bryant,18,10,1,0
0022301194,2024-04-14,PHX,Jusuf Nurkić,6,5,8,0
0022301189,2024-04-14,MIA,Delon Wright,11,3,4,3
0022301197,2024-04-14,SAS,Zach Collins,17,9,2,1
0022301200,2024-04-14,SAC,Keon Ellis,13,3,2,3
0022301200,2024-04-14,SAC,Harrison Barnes,17,5,3,2
0022301197,2024-04-14,DET,Marcus Sasser,17,3,7,2
0022301196,2024-04-14,DAL,Brandon Williams,22,5,3,1
0022301198,2024-04-14,UTA,Keyonte George,21,1,4,5
0022301190,2024-04-14,NYK,Josh Hart,12,10,4,0
0022301186,2024-04-14,BOS,Luke Kornet,11,8,5,0
0022301187,2024-04-14,CHA,Leaky Black,11,6,5,2
0022301191,2024-04-14,ORL,Jonathan Isaac,10,8,2,2
0022301200,2024-04-14,POR,Duop Reath,14,6,0,2
0022301188,2024-04-14,ATL,Bogdan Bogdanović,18,4,1,3
0022301195,2024-04-14,LAL,Austin Reaves,20,1,2,3
0022301197,2024-04-14,SAS,Sandro Mamukelashvili,18,8,1,3
0022301196,2024-04-14,OKC,Ousmane Dieng,13,1,4,1
0022301192,2024-04-14,BKN,Lonnie Walker IV,12,6,5,0
0022301187,2024-04-14,CHA,Bryce McGowens,18,3,4,2
0022301189,2024-04-14,TOR,Jordan Nwora,14,11,1,2
0022301188,2024-04-14,ATL,Trae Young,12,3,12,1
0022301199,2024-04-14,LAC,Kobe Brown,9,6,4,1
0022301199,2024-04-14,HOU,Jabari Smith Jr.,15,8,3,2
0022301192,2024-04-14,BKN,Noah Clowney,16,4,2,2
0022301190,2024-04-14,NYK,OG Anunoby,11,5,4,2
0022301193,2024-04-14,DEN,Aaron Gordon,15,5,5,0
0022301195,2024-04-14,LAL,Rui Hachimura,11,7,4,1
0022301191,2024-04-14,ORL,Cole Anthony,13,5,4,1
0022301199,2024-04-14,LAC,Amir Coffey,18,3,2,0
0022301200,2024-04-14,POR,Taze Moore,12,8,4,1
0022301187,2024-04-14,CLE,Jarrett Allen,14,7,2,0
0022301193,2024-04-14,DEN,Michael Porter Jr.,12,5,4,2
0022301194,2024-04-14,MIN,Anthony Edwards,13,6,4,0
0022301191,2024-04-14,MIL,Khris Middleton,17,3,5,0
0022301194,2024-04-14,PHX,Kevin Durant,15,4,1,1
0022301197,2024-04-14,SAS,Sidy Cissoko,7,4,5,0
0022301193,2024-04-14,MEM,Trey Jemison III,6,11,3,0
0022301192,2024-04-14,BKN,Jalen Wilson,9,9,1,1
0022301197,2024-04-14,SAS,Tre Jones,11,6,6,1
0022301187,2024-04-14,CHA,Amari Bailey,11,5,5,1
0022301195,2024-04-14,NOP,Larry Nance Jr.,13,6,4,1
0022301199,2024-04-14,HOU,Boban Marjanovic,13,8,1,0
0022301187,2024-04-14,CHA,Tre Mann,11,4,6,3
0022301186,2024-04-14,WAS,Jules Bernard,13,6,3,2
0022301189,2024-04-14,TOR,Gary Trent Jr.,18,4,1,3
0022301196,2024-04-14,DAL,Olivier-Maxence Prosper,15,8,1,2
0022301197,2024-04-14,DET,Jared Rhoden,16,4,2,4
0022301192,2024-04-14,BKN,Cam Thomas,18,3,2,3
0022301186,2024-04-14,WAS,Justin Champagnie,9,7,3,0
0022301193,2024-04-14,MEM,Jordan Goodwin,8,8,3,0
0022301187,2024-04-14,CLE,Evan Mobley,14,6,5,0
0022301190,2024-04-14,CHI,Javonte Green,11,8,1,1
0022301193,2024-04-14,MEM,Scotty Pippen Jr.,15,3,7,0
0022301198,2024-04-14,UTA,Micah Potter,10,8,1,2
0022301189,2024-04-14,MIA,Caleb Martin,12,5,2,2
0022301196,2024-04-14,OKC,Aaron Wiggins,14,6,1,2
0022301195,2024-04-14,NOP,Trey Murphy III,11,3,2,3
0022301199,2024-04-14,HOU,Jalen Green,13,6,3,3
0022301189,2024-04-14,MIA,Jimmy Butler III,15,5,4,0
0022301189,2024-04-14,TOR,Ochai Agbaji,10,6,2,0
0022301196,2024-04-14,OKC,Chet Holmgren,13,9,0,0
0022301191,2024-04-14,MIL,Damian Lillard,16,4,2,0
0022301200,2024-04-14,SAC,Keegan Murray,12,5,1,2
0022301196,2024-04-14,OKC,Kenrich Williams,9,7,7,1
0022301200,2024-04-14,POR,Rayan Rupert,11,6,5,2
0022301189,2024-04-14,TOR,Kelly Olynyk,11,8,2,1
0022301198,2024-04-14,GSW,Brandin Podziemski,7,9,2,1
0022301198,2024-04-14,GSW,Gui Santos,13,5,2,1
0022301196,2024-04-14,OKC,Josh Giddey,8,6,8,1
0022301187,2024-04-14,CLE,Isaac Okoro,11,3,6,3
0022301198,2024-04-14,UTA,Luka Samanic,14,5,2,0
0022301196,2024-04-14,OKC,Shai Gilgeous-Alexander,15,1,6,0
0022301189,2024-04-14,TOR,Gradey Dick,14,2,1,1
0022301197,2024-04-14,SAS,Julian Champagnie,11,3,6,2
0022301197,2024-04-14,SAS,David Duke Jr.,15,3,0,2
0022301187,2024-04-14,CLE,Georges Niang,16,1,1,4
0022301186,2024-04-14,WAS,Corey Kispert,8,3,8,0
0022301197,2024-04-14,SAS,RaiQuan Gray,10,5,4,0
0022301198,2024-04-14,UTA,Kira Lewis Jr.,13,3,3,0
0022301186,2024-04-14,WAS,Anthony Gill,12,5,3,1
0022301188,2024-04-14,IND,Andrew Nembhard,10,2,5,2
0022301193,2024-04-14,DEN,Kentavious Caldwell-Pope,11,4,3,1
0022301199,2024-04-14,HOU,Nate Williams,13,3,0,1
0022301196,2024-04-14,DAL,Jaden Hardy,9,4,3,1
0022301188,2024-04-14,IND,Jalen Smith,10,5,2,2
0022301198,2024-04-14,GSW,Dario Šarić,12,5,1,1
0022301200,2024-04-14,SAC,Davion Mitchell,11,4,3,3
0022301198,2024-04-14,UTA,Brice Sensabaugh,14,3,0,2
0022301190,2024-04-14,CHI,Dalen Terry,6,7,1,0
0022301189,2024-04-14,TOR,Javon Freeman-Liberty,8,1,7,0
0022301196,2024-04-14,DAL,Alex Fudge,11,2,0,1
0022301189,2024-04-14,TOR,Garrett Temple,9,3,7,1
0022301200,2024-04-14,POR,Moses Brown,9,7,0,0
0022301196,2024-04-14,DAL,Markieff Morris,8,5,3,2
0022301196,2024-04-14,OKC,Lindy Waters III,12,0,2,4
0022301188,2024-04-14,IND,Doug McDermott,15,1,1,3
0022301196,2024-04-14,DAL,A.J. Lawson,12,5,2,0
0022301191,2024-04-14,MIL,Brook Lopez,11,3,0,1
0022301196,2024-04-14,OKC,Cason Wallace,12,2,1,2
0022301192,2024-04-14,PHI,Cameron Payne,10,2,3,2
0022301187,2024-04-14,CHA,Aleksej Pokusevski,8,5,3,1
0022301195,2024-04-14,NOP,Brandon Ingram,13,5,0,1
0022301190,2024-04-14,NYK,Bojan Bogdanovic,13,2,1,3
0022301194,2024-04-14,MIN,Naz Reid,10,4,1,2
0022301194,2024-04-14,MIN,Karl-Anthony Towns,10,6,2,1
0022301197,2024-04-14,SAS,Devonte' Graham,12,1,2,4
0022301186,2024-04-14,BOS,Jaden Springer,7,2,0,1
0022301200,2024-04-14,SAC,JaVale McGee,9,7,2,0
0022301188,2024-04-14,IND,Jarace Walker,8,5,1,2
0022301198,2024-04-14,GSW,Lester Quinones,12,1,3,2
0022301197,2024-04-14,DET,Chimezie Metu,9,4,0,1
0022301198,2024-04-14,UTA,Kenneth Lofton Jr.,7,1,6,1
0022301200,2024-04-14,SAC,Trey Lyles,5,8,3,1
0022301198,2024-04-14,GSW,Moses Moody,9,1,2,1
0022301186,2024-04-14,WAS,Deni Avdija,9,3,2,1
0022301193,2024-04-14,DEN,Peyton Watson,11,2,1,1
0022301187,2024-04-14,CLE,Isaiah Mobley,11,3,0,1
0022301200,2024-04-14,POR,Justin Minaya,8,6,2,1
0022301197,2024-04-14,DET,Jaden Ivey,13,1,2,1
0022301198,2024-04-14,GSW,Chris Paul,6,4,6,0
0022301196,2024-04-14,OKC,Jaylin Williams,5,7,1,1
0022301188,2024-04-14,IND,Ben Sheppard,7,4,2,1
0022301197,2024-04-14,SAS,Jamaree Bouyea,5,8,2,1
0022301192,2024-04-14,PHI,Kelly Oubre Jr.,8,5,0,1
0022301196,2024-04-14,OKC,Gordon Hayward,10,4,2,0
0022301199,2024-04-14,HOU,Aaron Holiday,9,2,2,1
0022301195,2024-04-14,NOP,Jose Alvarado,10,1,1,2
0022301196,2024-04-14,DAL,Dwight Powell,2,8,1,0
0022301186,2024-04-14,BOS,Oshae Brissett,4,2,1,0
0022301188,2024-04-14,IND,Aaron Nesmith,8,3,1,1
0022301188,2024-04-14,IND,Obi Toppin,7,2,3,1
0022301188,2024-04-14,ATL,Bruno Fernando,12,2,1,0
0022301192,2024-04-14,BKN,Nic Claxton,6,8,1,0
0022301193,2024-04-14,DEN,Reggie Jackson,11,0,2,2
0022301192,2024-04-14,PHI,Kyle Lowry,0,4,8,0
0022301191,2024-04-14,ORL,Jalen Suggs,4,2,4,0
0022301192,2024-04-14,PHI,Mo Bamba,4,6,0,0
0022301196,2024-04-14,OKC,Bismack Biyombo,6,6,0,0
0022301189,2024-04-14,TOR,Jalen McDaniels,7,2,2,1
0022301199,2024-04-14,HOU,Jock Landale,5,4,2,1
0022301187,2024-04-14,CLE,Emoni Bates,7,3,3,1
0022301198,2024-04-14,GSW,Jonathan Kuminga,0,0,7,0
0022301190,2024-04-14,NYK,Precious Achiuwa,4,5,2,0
0022301190,2024-04-14,NYK,Miles McBride,7,2,3,1
0022301196,2024-04-14,OKC,Jalen Williams,9,0,3,1
0022301186,2024-04-14,WAS,Johnny Davis,6,1,2,0
0022301198,2024-04-14,UTA,Johnny Juzang,8,1,2,2
0022301192,2024-04-14,BKN,Mikal Bridges,8,2,1,2
0022301195,2024-04-14,LAL,Taurean Prince,9,1,0,1
0022301196,2024-04-14,DAL,Tim Hardaway Jr.,3,1,3,1
0022301189,2024-04-14,MIA,Nikola Jović,3,3,1,1
0022301193,2024-04-14,DEN,Zeke Nnaji,6,4,0,0
0022301200,2024-04-14,SAC,Colby Jones,8,1,1,0
0022301193,2024-04-14,MEM,Zavier Simpson,8,1,3,0
0022301194,2024-04-14,MIN,Luka Garza,9,3,0,0
0022301188,2024-04-14,ATL,Garrison Mathews,6,0,0,2
0022301191,2024-04-14,ORL,Moritz Wagner,10,1,1,0
0022301199,2024-04-14,HOU,Jeff Green,7,2,0,1
0022301189,2024-04-14,MIA,Haywood Highsmith,5,3,1,1
0022301191,2024-04-14,MIL,Jae Crowder,6,2,0,2
0022301187,2024-04-14,CLE,Craig Porter Jr.,2,3,2,0
0022301199,2024-04-14,HOU,Nate Hinton,2,5,4,0
0022301194,2024-04-14,MIN,Kyle Anderson,4,1,4,0
0022301191,2024-04-14,MIL,Patrick Beverley,2,5,2,0
0022301191,2024-04-14,ORL,Joe Ingles,3,3,2,1
0022301191,2024-04-14,MIL,MarJon Beauchamp,7,1,0,1
0022301187,2024-04-14,CLE,Marcus Morris Sr.,7,3,0,1
0022301186,2024-04-14,BOS,Xavier Tillman,9,1,0,1
0022301192,2024-04-14,BKN,Jacob Gilyard,0,0,2,0
0022301192,2024-04-14,PHI,Nicolas Batum,0,5,5,0
0022301190,2024-04-14,CHI,Torrey Craig,2,5,1,0
0022301188,2024-04-14,ATL,Vít Krejčí,0,5,5,0
0022301198,2024-04-14,GSW,Kevon Looney,4,2,2,0
0022301197,2024-04-14,DET,Evan Fournier,6,1,1,0
0022301197,2024-04-14,DET,Malachi Flynn,4,1,3,0
0022301196,2024-04-14,DAL,Josh Green,4,3,3,0
0022301191,2024-04-14,ORL,Caleb Houstan,5,0,0,1
0022301189,2024-04-14,TOR,Malik Williams,6,4,0,0
0022301193,2024-04-14,DEN,Justin Holiday,3,1,3,1
0022301196,2024-04-14,OKC,Luguentz Dort,5,2,2,1
0022301188,2024-04-14,ATL,AJ Griffin,8,0,0,0
0022301194,2024-04-14,PHX,Royce O'Neale,4,2,3,1
0022301191,2024-04-14,ORL,Wendell Carter Jr.,7,2,0,1
0022301195,2024-04-14,LAL,Spencer Dinwiddie,7,1,1,1
0022301198,2024-04-14,GSW,Usman Garuba,1,4,0,0
0022301186,2024-04-14,BOS,Jordan Walsh,1,3,1,0
0022301198,2024-04-14,GSW,Pat Spencer,2,4,3,0
0022301187,2024-04-14,CLE,Tristan Thompson,6,3,0,0
0022301194,2024-04-14,PHX,Josh Okogie,5,1,0,1
0022301187,2024-04-14,CHA,Vasilije Micic,3,1,4,1
0022301188,2024-04-14,ATL,De'Andre Hunter,6,2,1,0
0022301198,2024-04-14,GSW,Trayce Jackson-Davis,8,0,1,0
0022301197,2024-04-14,DET,Troy Brown Jr.,0,3,1,0
0022301186,2024-04-14,BOS,JD Davison,1,3,2,0
0022301191,2024-04-14,MIL,Malik Beasley,4,2,0,0
0022301191,2024-04-14,MIL,TyTy Washington Jr.,6,0,2,0
0022301194,2024-04-14,MIN,Nickeil Alexander-Walker,3,0,2,1
0022301191,2024-04-14,ORL,Gary Harris,3,0,2,1
0022301194,2024-04-14,MIN,Jaden McDaniels,6,0,1,1
0022301193,2024-04-14,MEM,Timmy Allen,1,1,1,0
0022301200,2024-04-14,SAC,Alex Len,2,2,1,0
0022301192,2024-04-14,PHI,Jeff Dowtin Jr.,2,2,1,0
0022301198,2024-04-14,GSW,Jerome Robinson,5,0,0,0
0022301196,2024-04-14,OKC,Isaiah Joe,2,2,1,0
0022301196,2024-04-14,OKC,Mike Muscala,2,5,0,0
0022301191,2024-04-14,ORL,Anthony Black,5,1,0,1
0022301194,2024-04-14,MIN,Monte Morris,0,0,4,0
0022301188,2024-04-14,IND,Kendall Brown,4,1,1,0
0022301194,2024-04-14,MIN,Wendell Moore Jr.,4,2,0,0
0022301197,2024-04-14,DET,Jaylen Nowell,4,2,0,0
0022301189,2024-04-14,TOR,Bruce Brown,6,0,0,0
0022301187,2024-04-14,CLE,Damian Jones,5,0,0,1
0022301192,2024-04-14,PHI,Ricky Council IV,3,2,0,1
0022301194,2024-04-14,PHX,Bol Bol,4,2,0,0
0022301194,2024-04-14,PHX,Thaddeus Young,5,1,0,0
0022301195,2024-04-14,NOP,Jonas Valančiūnas,2,3,1,0
0022301188,2024-04-14,IND,Quenton Jackson,0,1,2,0
0022301188,2024-04-14,ATL,Trent Forrest,0,3,2,0
0022301191,2024-04-14,MIL,Thanasis Antetokounmpo,2,0,1,0
0022301195,2024-04-14,NOP,Dyson Daniels,2,2,1,0
0022301194,2024-04-14,MIN,Leonard Miller,2,3,0,0
0022301197,2024-04-14,DET,Buddy Boeheim,3,2,0,0
0022301194,2024-04-14,PHX,Isaiah Thomas,3,0,1,1
0022301192,2024-04-14,BKN,Keon Johnson,3,2,0,0
0022301187,2024-04-14,CLE,Pete Nance,3,1,0,1
0022301194,2024-04-14,MIN,Jordan McLaughlin,5,0,0,0
0022301191,2024-04-14,ORL,Jett Howard,0,1,1,0
0022301199,2024-04-14,HOU,Jermaine Samuels Jr.,0,1,1,0
0022301191,2024-04-14,ORL,Goga Bitadze,0,3,1,0
0022301198,2024-04-14,UTA,Darius Bazley,2,0,0,0
0022301200,2024-04-14,SAC,Kessler Edwards,0,1,1,0
0022301191,2024-04-14,MIL,Andre Jackson Jr.,0,1,1,0
0022301195,2024-04-14,NOP,Jeremiah Robinson-Earl,2,2,0,0
0022301191,2024-04-14,MIL,Ryan Rollins,0,2,2,0
0022301193,2024-04-14,DEN,Braxton Key,2,2,0,0
0022301197,2024-04-14,DET,Taj Gibson,2,2,0,0
0022301200,2024-04-14,POR,Ibou Badji,2,0,0,0
0022301194,2024-04-14,PHX,Nassir Little,4,0,0,0
0022301189,2024-04-14,MIA,Alondes Williams,2,0,0,0
0022301200,2024-04-14,SAC,Sasha Vezenkov,0,1,0,0
0022301195,2024-04-14,LAL,Jaxson Hayes,0,3,0,0
0022301194,2024-04-14,MIN,Josh Minott,2,0,1,0
0022301190,2024-04-14,CHI,Jevon Carter,0,1,2,0
0022301188,2024-04-14,ATL,Kobe Bufkin,2,1,0,0
0022301186,2024-04-14,BOS,Drew Peterson,0,1,0,0
0022301199,2024-04-14,HOU,Reggie Bullock Jr.,0,3,0,0
0022301191,2024-04-14,ORL,Markelle Fultz,2,1,0,0
0022301194,2024-04-14,PHX,David Roddy,0,1,1,0
0022301189,2024-04-14,MIA,Patty Mills,0,1,1,0
0022301193,2024-04-14,MEM,Jack White,0,2,0,0
0022301195,2024-04-14,LAL,Harry Giles III,0,2,0,0
0022301200,2024-04-14,SAC,Jalen Slawson,2,0,0,0
0022301192,2024-04-14,PHI,Terquavion Smith,1,1,0,0
0022301195,2024-04-14,LAL,Gabe Vincent,0,0,1,0
0022301194,2024-04-14,PHX,Drew Eubanks,0,0,1,0
0022301195,2024-04-14,LAL,Max Christie,0,1,0,0
0022301190,2024-04-14,NYK,Mitchell Robinson,0,1,0,0
0022301188,2024-04-14,IND,James Johnson,0,0,1,0
0022301195,2024-04-14,NOP,Cody Zeller,0,0,1,0
0022301200,2024-04-14,SAC,Chris Duarte,0,1,0,0
0022301191,2024-04-14,MIL,Pat Connaughton,0,1,0,0
0022301195,2024-04-14,NOP,Matt Ryan,0,0,0,0
0022301189,2024-04-14,MIA,Kevin Love,0,0,0,0
0022301193,2024-04-14,DEN,Hunter Tyson,0,0,0,0
0022301194,2024-04-14,PHX,Saben Lee,0,0,0,0
0022301195,2024-04-14,LAL,Skylar Mays,0,0,0,0
0022301199,2024-04-14,LAC,P.J. Tucker,0,0,0,0
0022301195,2024-04-14,LAL,Colin Castleton,0,0,0,0
0022301189,2024-04-14,MIA,Orlando Robinson,0,0,0,0
0022301189,2024-04-14,MIA,Jamal Cain,0,0,0,0
0022301189,2024-04-14,MIA,Cole Swider,0,0,0,0
0022301191,2024-04-14,ORL,Chuma Okeke,0,0,0,0
0022301193,2024-04-14,DEN,Julian Strawther,0,0,0,0
0022301195,2024-04-14,LAL,Maxwell Lewis,0,0,0,0
0022301200,2024-04-14,SAC,Mason Jones,0,0,0,0
0022301177,2024-04-12,LAL,Anthony Davis,36,14,5,1
0022301180,2024-04-12,SAS,Victor Wembanyama,34,12,5,5
0022301171,2024-04-12,PHI,Joel Embiid,32,13,7,4
0022301177,2024-04-12,LAL,LeBron James,37,9,5,3
0022301178,2024-04-12,MIN,Rudy Gobert,25,19,0,0
0022301177,2024-04-12,MEM,Jordan Goodwin,23,17,3,4
0022301174,2024-04-12,CLE,Donovan Mitchell,33,4,5,4
0022301185,2024-04-12,SAC,Domantas Sabonis,25,12,9,2
0022301183,2024-04-12,POR,Scoot Henderson,30,5,7,6
0022301175,2024-04-12,BKN,Cam Thomas,41,1,6,4
0022301180,2024-04-12,DEN,Jamal Murray,35,5,4,5
0022301182,2024-04-12,GSW,Stephen Curry,33,4,5,7
0022301173,2024-04-12,BOS,Payton Pritchard,31,3,11,3
0022301176,2024-04-12,TOR,RJ Barrett,35,11,3,1
0022301177,2024-04-12,MEM,Scotty Pippen Jr.,28,5,6,3
0022301182,2024-04-12,NOP,CJ McCollum,28,5,5,8
0022301183,2024-04-12,POR,Dalano Banton,28,10,3,2
0022301180,2024-04-12,DEN,Nikola Jokić,22,7,12,1
0022301171,2024-04-12,ORL,Paolo Banchero,22,15,7,2
0022301175,2024-04-12,NYK,Jalen Brunson,30,1,11,3
0022301182,2024-04-12,NOP,Zion Williamson,26,3,3,1
0022301184,2024-04-12,UTA,Kenneth Lofton Jr.,27,9,8,0
0022301177,2024-04-12,MEM,GG Jackson,31,1,1,7
0022301174,2024-04-12,CLE,Jarrett Allen,29,13,3,0
0022301172,2024-04-12,WAS,Deni Avdija,24,12,8,1
0022301185,2024-04-12,SAC,De'Aaron Fox,23,5,6,3
0022301172,2024-04-12,CHI,Adama Sanogo,22,20,0,0
0022301177,2024-04-12,MEM,Jake LaRavia,28,3,6,3
0022301172,2024-04-12,WAS,Corey Kispert,23,7,6,6
0022301174,2024-04-12,IND,Tyrese Haliburton,19,6,12,4
0022301179,2024-04-12,OKC,Chet Holmgren,22,9,3,1
0022301172,2024-04-12,CHI,Jevon Carter,20,2,12,4
0022301184,2024-04-12,LAC,Bones Hyland,20,5,6,3
0022301182,2024-04-12,NOP,Trey Murphy III,24,8,2,6
0022301172,2024-04-12,WAS,Patrick Baldwin Jr.,18,12,4,3
0022301176,2024-04-12,MIA,Jaime Jaquez Jr.,20,4,9,2
0022301185,2024-04-12,SAC,Keegan Murray,23,7,0,5
0022301183,2024-04-12,HOU,Jalen Green,26,9,1,5
0022301180,2024-04-12,SAS,Sandro Mamukelashvili,21,12,2,3
0022301185,2024-04-12,PHX,Bradley Beal,20,9,4,1
0022301171,2024-04-12,PHI,Tyrese Maxey,28,2,3,5
0022301185,2024-04-12,PHX,Kevin Durant,28,5,3,3
0022301183,2024-04-12,HOU,Amen Thompson,17,15,6,0
0022301171,2024-04-12,ORL,Franz Wagner,24,6,3,1
0022301172,2024-04-12,CHI,Javonte Green,24,7,0,3
0022301181,2024-04-12,DAL,Jaden Hardy,25,7,2,2
0022301172,2024-04-12,CHI,Torrey Craig,11,15,3,3
0022301172,2024-04-12,CHI,Dalen Terry,17,4,8,1
0022301171,2024-04-12,PHI,Kelly Oubre Jr.,21,9,2,2
0022301181,2024-04-12,DET,Chimezie Metu,18,8,2,4
0022301178,2024-04-12,MIN,Mike Conley,13,6,10,2
0022301179,2024-04-12,OKC,Shai Gilgeous-Alexander,23,7,3,0
0022301179,2024-04-12,MIL,Khris Middleton,18,7,6,2
0022301182,2024-04-12,GSW,Klay Thompson,19,6,1,3
0022301176,2024-04-12,MIA,Nikola Jović,22,5,2,4
0022301175,2024-04-12,BKN,Trendon Watford,17,13,3,1
0022301181,2024-04-12,DET,Marcus Sasser,24,3,3,2
0022301183,2024-04-12,HOU,Jock Landale,20,4,3,0
0022301178,2024-04-12,ATL,Trae Young,19,2,7,3
0022301185,2024-04-12,PHX,Devin Booker,21,4,6,2
0022301173,2024-04-12,CHA,Tre Mann,19,3,8,3
0022301171,2024-04-12,PHI,Tobias Harris,14,6,3,1
0022301175,2024-04-12,NYK,Josh Hart,16,7,1,2
0022301172,2024-04-12,WAS,Jared Butler,15,1,10,1
0022301178,2024-04-12,ATL,Clint Capela,13,11,3,0
0022301180,2024-04-12,SAS,Tre Jones,14,6,10,1
0022301173,2024-04-12,BOS,Neemias Queta,16,6,5,0
0022301174,2024-04-12,IND,Myles Turner,17,6,5,1
0022301181,2024-04-12,DAL,Olivier-Maxence Prosper,16,6,1,2
0022301172,2024-04-12,CHI,Coby White,20,4,4,0
0022301174,2024-04-12,CLE,Caris LeVert,16,6,5,1
0022301179,2024-04-12,OKC,Aaron Wiggins,19,3,3,1
0022301171,2024-04-12,ORL,Moritz Wagner,17,6,2,1
0022301180,2024-04-12,SAS,Zach Collins,15,6,3,2
0022301185,2024-04-12,PHX,Grayson Allen,19,3,4,4
0022301173,2024-04-12,BOS,Luke Kornet,16,10,3,0
0022301185,2024-04-12,PHX,Jusuf Nurkić,10,10,3,0
0022301174,2024-04-12,IND,T.J. McConnell,16,2,7,0
0022301179,2024-04-12,OKC,Jalen Williams,17,2,5,1
0022301176,2024-04-12,MIA,Bam Adebayo,19,6,3,1
0022301175,2024-04-12,NYK,Donte DiVincenzo,14,6,3,2
0022301171,2024-04-12,ORL,Jalen Suggs,20,4,2,3
